student_id,lms_logins_per_semester,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,GPA,pass_fail
S604,14,20,0.62,17,0.65,3.43,1
S605,6,61,0.74,5,0.64,2.02,0
S606,13,26,0.96,13,0.7,2.82,1
S607,0,46,0.86,2,0.57,3.85,1
S608,37,22,0.83,15,0.75,2.22,0
S609,2,71,0.72,0,0.85,3.03,1
S610,36,17,0.84,11,0.82,3.57,1
S611,30,65,0.52,13,0.9,3.89,1
S612,12,79,0.79,18,0.73,3.49,1
S613,17,53,0.78,18,0.76,3.44,1
S614,16,69,0.67,8,0.91,3.65,1
S615,16,50,0.6,6,0.71,2.89,1
S616,10,30,0.9,13,0.85,3.61,1
S617,19,51,0.53,4,0.72,2.02,0
S618,9,83,0.53,17,0.71,3.85,1
S619,28,83,0.72,8,0.88,2.89,1
S620,33,38,0.63,6,0.59,3.11,1
S621,16,89,0.87,8,0.67,2.51,1
S622,12,74,0.82,3,0.61,3.49,1
S623,38,26,0.89,16,0.68,2.15,0
S624,26,39,0.66,11,0.62,3.75,1
S625,25,35,0.87,5,0.79,3.66,1
S626,27,62,0.93,17,0.9,2.43,0
S627,12,28,0.67,7,0.89,3.62,1
S628,11,62,0.67,14,0.68,3.57,1
S629,27,26,0.95,2,0.99,3.26,1
S630,1,55,0.52,1,0.8,2.75,1
S631,36,62,0.68,8,0.7,2.54,1
S632,33,73,0.56,7,0.92,2.46,0
S633,22,54,0.51,3,0.86,2.64,1
S634,28,58,0.56,1,0.87,3.81,1
S635,34,28,0.72,13,0.6,2.16,0
S636,10,80,0.84,1,0.73,3.66,1
S637,32,74,0.64,1,0.93,2.7,1
S638,10,46,0.92,6,0.75,3.04,1
S639,8,79,0.72,11,0.84,3.59,1
S640,13,35,0.98,5,0.79,3.77,1
S641,8,11,0.98,17,0.92,2.69,1
S642,38,68,0.89,3,0.64,2.92,1
S643,2,14,0.97,18,0.79,2.83,1
S644,28,46,0.85,12,0.56,2.03,0
S645,18,40,0.95,19,0.85,2.59,1
S646,35,85,0.62,1,0.87,2.92,1
S647,31,57,0.67,7,0.52,2.82,1
S648,6,15,0.88,18,0.84,3.44,1
S649,27,24,0.71,8,0.71,2.77,1
S650,17,24,0.92,3,0.56,2.98,1
S651,4,70,0.94,15,0.71,2.86,1
S652,22,25,0.65,18,0.6,3.48,1
S653,21,29,0.91,9,0.71,3.73,1
S654,25,86,0.58,5,0.69,3.06,1
S655,11,53,0.67,15,0.87,3.58,1
S656,39,51,0.76,9,0.89,2.59,1
S657,18,55,0.61,12,0.8,3.08,1
S658,0,43,0.79,8,0.51,2.69,1
S659,2,73,0.79,6,0.97,2.83,1
S660,26,38,0.6,3,0.84,3.46,1
S661,17,12,0.9,18,0.52,3.76,1
S662,29,18,0.82,3,0.91,2.24,0
S663,1,84,0.66,18,0.6,3.27,1
S664,4,84,0.62,18,0.79,3.16,1
S665,28,34,0.94,11,0.73,2.24,0
S666,32,51,0.92,12,0.71,2.42,0
S667,19,55,0.61,3,0.94,2.62,1
S668,29,82,0.52,9,0.72,2.33,0
S669,4,68,0.9,6,0.54,2.49,0
S670,20,30,0.81,4,0.97,2.54,1
S671,14,83,0.55,16,0.96,2.67,1
S672,19,31,0.79,17,0.84,3.5,1
S673,7,38,0.73,10,0.73,3.14,1
S674,30,72,0.89,14,0.55,3.97,1
S675,11,82,0.6,6,0.9,2.83,1
S676,20,70,0.73,17,0.54,3.51,1
S677,29,73,0.58,5,0.53,3.74,1
S678,26,78,0.98,17,0.77,3.36,1
S679,25,49,0.89,15,0.58,2.82,1
S680,32,84,0.87,1,0.5,3.51,1
S681,25,10,0.85,18,0.71,2.41,0
S682,25,74,0.71,0,0.57,2.66,1
S683,35,71,0.96,10,0.58,3.09,1
S684,39,63,0.54,19,0.54,3.15,1
S685,0,69,0.9,4,0.6,2.04,0
S686,14,55,0.61,15,0.86,3.89,1
S687,0,14,0.66,0,0.9,3.39,1
S688,10,31,0.76,18,0.73,2.99,1
S689,1,62,0.89,13,0.75,3.87,1
S690,0,79,0.92,2,0.52,2.88,1
S691,30,41,0.79,1,0.53,3.96,1
S692,15,20,0.7,4,0.63,3.02,1
S693,21,19,0.97,16,0.77,2.23,0
S694,17,48,0.62,17,0.87,3.53,1
S695,16,40,0.9,0,0.8,3.36,1
S696,29,21,0.81,14,0.7,3.55,1
S697,9,89,0.69,8,0.56,3.9,1
S698,34,47,0.5,4,0.89,3.55,1
S699,20,76,0.72,12,0.68,3.22,1
S700,15,75,0.64,18,0.87,3.71,1
S701,5,61,0.55,9,0.76,3.35,1
S702,2,14,0.54,19,0.87,2.82,1
S703,20,20,0.67,13,0.95,3.77,1
S704,12,34,0.81,11,0.96,2.44,0
S705,17,44,0.92,10,0.77,3.43,1
S706,23,44,0.59,6,0.76,3.76,1
S707,26,31,0.71,16,0.63,3.46,1
S708,3,46,0.7,17,0.97,3.39,1
S709,21,64,0.76,6,0.73,3.51,1
S710,23,84,0.9,19,0.56,2.93,1
S711,39,81,0.78,5,0.72,3.75,1
S712,9,73,0.92,10,0.56,2.41,0
S713,1,29,0.76,11,0.75,2.25,0
S714,39,13,0.8,15,0.78,2.57,1
S715,5,27,0.72,18,0.67,3.06,1
S716,17,60,0.91,18,0.54,3.02,1
S717,16,77,0.96,10,0.97,3.64,1
S718,37,29,0.82,15,0.89,2.81,1
S719,22,18,0.91,11,0.92,2.97,1
S720,29,89,0.53,7,0.68,2.03,0
S721,20,35,0.95,2,0.88,2.82,1
S722,9,34,0.59,1,0.74,3.3,1
S723,12,77,0.63,5,0.6,2.03,0
S724,11,50,0.53,15,0.56,2.56,1
S725,8,68,0.98,19,0.67,2.42,0
S726,3,54,0.93,14,0.57,2.08,0
S727,38,50,0.96,13,1.0,2.96,1
S728,23,47,0.92,1,0.52,2.36,0
S729,33,28,0.74,19,0.72,3.49,1
S730,38,23,0.96,17,0.73,3.7,1
S731,4,30,0.98,13,0.65,3.09,1
S732,14,24,0.75,17,0.79,3.96,1
S733,3,12,0.59,1,0.57,2.9,1
S734,38,46,0.83,0,0.89,3.03,1
S735,7,55,0.99,19,0.67,3.98,1
S736,23,25,0.94,1,0.8,2.46,0
S737,27,23,0.93,8,0.86,3.89,1
S738,26,18,0.97,8,0.94,2.09,0
S739,0,16,0.95,15,0.92,2.89,1
S740,33,23,0.89,10,0.8,2.14,0
S741,16,15,0.86,5,0.69,3.46,1
S742,36,24,0.63,11,0.75,3.22,1
S743,37,61,0.81,2,0.88,3.41,1
S744,25,81,0.76,11,0.94,2.75,1
S745,23,43,0.93,0,0.55,2.74,1
S746,38,10,0.75,8,0.69,2.09,0
S747,20,78,0.56,19,0.89,2.7,1
S748,29,29,0.5,5,0.72,3.86,1
S749,12,89,0.84,10,0.67,2.76,1
S750,36,16,0.77,2,0.71,3.66,1
S751,2,16,0.67,3,0.8,3.68,1
S752,31,59,0.58,9,1.0,2.75,1
S753,34,11,0.73,18,0.75,3.26,1
S754,18,56,0.55,5,0.6,2.19,0
S755,13,23,0.67,0,0.58,2.21,0
S756,21,40,0.69,7,0.52,2.1,0
S757,16,59,0.73,7,0.78,3.16,1
S758,3,70,0.73,5,0.77,2.85,1
S759,39,50,0.63,16,0.6,3.1,1
S760,18,23,0.93,18,0.85,3.04,1
S761,36,14,0.68,0,0.87,2.7,1
S762,1,84,0.61,14,0.63,3.35,1
S763,14,14,0.59,12,0.67,3.52,1
S764,1,73,0.66,2,1.0,2.03,0
S765,10,38,0.53,1,0.69,2.41,0
S766,22,84,0.52,2,0.88,3.43,1
S767,9,14,0.8,8,0.73,2.77,1
S768,2,45,0.81,15,0.9,3.32,1
S769,4,88,0.76,12,0.88,2.69,1
S770,2,28,0.88,18,0.83,2.78,1
S771,37,73,0.52,17,0.93,2.32,0
S772,12,31,0.97,11,0.97,2.52,1
S773,18,43,0.55,11,0.79,3.21,1
S774,39,65,0.84,0,0.62,2.87,1
S775,34,26,0.57,19,0.7,3.55,1
S776,23,85,0.94,7,0.88,3.71,1
S777,23,65,0.76,16,0.83,3.08,1
S778,16,26,0.54,19,0.59,3.52,1
S779,39,83,0.81,6,0.53,2.61,1
S780,9,27,0.5,8,0.84,2.83,1
S781,1,54,0.89,16,0.63,3.43,1
S782,22,87,0.83,9,0.75,2.77,1
S783,5,65,0.61,3,0.87,3.18,1
S784,1,89,0.69,6,0.78,2.37,0
S785,20,59,0.5,6,0.54,3.2,1
S786,34,67,0.85,7,0.59,3.72,1
S787,28,27,0.66,7,0.61,3.74,1
S788,6,89,0.79,15,0.63,3.45,1
S789,28,16,0.98,11,0.78,3.49,1
S790,36,85,0.65,14,0.75,3.12,1
S791,22,19,1.0,7,0.6,3.17,1
S792,32,78,0.82,8,0.53,2.27,0
S793,7,12,0.62,2,0.59,2.89,1
S794,11,53,0.72,15,0.99,2.9,1
S795,9,79,0.87,14,0.73,3.92,1
S796,14,23,0.72,3,0.93,2.86,1
S797,23,13,0.53,19,0.92,3.1,1
S798,25,27,0.58,15,0.76,3.07,1
S799,38,61,0.9,9,0.85,3.27,1
S800,2,47,0.82,10,0.6,3.5,1
S801,1,89,0.78,4,0.84,2.45,0
S802,5,29,0.58,10,0.64,3.06,1
S803,20,53,0.92,12,0.92,3.65,1
S804,8,60,0.98,14,0.54,2.93,1
S805,9,28,0.52,5,0.89,2.56,1
S806,35,77,0.54,15,0.55,3.31,1
S807,2,75,0.94,14,0.94,3.65,1
S808,23,22,0.91,10,0.65,2.13,0
S809,21,71,0.81,19,0.83,3.55,1
S810,13,70,0.97,1,0.74,3.64,1
S811,26,39,0.82,1,0.68,2.92,1
S812,32,39,0.61,11,0.82,3.97,1
S813,21,60,0.86,15,0.97,3.57,1
S814,28,57,0.82,18,0.52,3.55,1
S815,18,42,0.99,1,0.96,3.5,1
S816,18,83,0.61,16,0.8,2.3,0
S817,5,28,0.8,13,0.9,2.43,0
S818,18,80,0.89,15,0.69,2.93,1
S819,12,66,0.67,4,0.74,2.53,1
S820,25,28,0.69,9,0.93,2.83,1
S821,21,88,0.94,16,0.71,3.78,1
S822,20,50,0.7,12,0.77,3.65,1
S823,35,51,0.81,15,0.51,3.26,1
S824,1,61,0.94,8,0.58,3.72,1
S825,29,13,0.6,3,0.82,3.57,1
S826,26,13,0.99,15,0.86,2.86,1
S827,6,14,0.85,10,0.79,2.4,0
S828,19,50,0.75,6,0.57,3.03,1
S829,30,70,0.72,16,0.72,3.47,1
S830,22,84,0.98,12,0.68,2.87,1
S831,12,64,0.6,3,0.75,3.33,1
S832,16,84,0.66,13,0.94,2.19,0
S833,3,22,0.65,9,0.89,3.5,1
S834,13,23,0.64,9,0.54,3.63,1
S835,19,69,0.73,9,0.95,3.41,1
S836,12,81,0.99,11,0.74,3.93,1
S837,2,34,0.94,1,0.87,3.65,1
S838,25,53,0.66,8,0.57,3.81,1
S839,25,19,0.71,4,0.84,3.87,1
S840,17,80,0.83,7,0.62,3.6,1
S841,31,59,0.51,13,0.72,3.35,1
S842,13,53,0.91,6,0.51,2.01,0
S843,2,23,0.94,6,0.58,2.93,1
S844,0,24,0.93,8,0.55,3.14,1
S845,25,25,0.69,2,0.62,2.61,1
S846,23,11,0.73,13,0.55,2.64,1
S847,34,39,0.51,16,0.85,3.92,1
S848,13,39,0.7,17,0.51,3.78,1
S849,2,40,0.73,11,0.81,3.7,1
S850,12,86,0.95,13,0.57,2.81,1
S851,13,29,0.95,12,0.97,2.03,0
S852,20,58,0.98,13,0.97,2.16,0
S853,25,44,0.94,8,0.61,2.62,1
S854,2,32,0.5,18,0.81,2.03,0
S855,39,70,0.82,1,0.51,2.03,0
S856,3,64,0.53,10,0.97,3.83,1
S857,35,76,0.64,16,0.76,3.41,1
S858,0,17,0.79,1,0.52,2.62,1
S859,39,49,0.85,18,0.67,2.27,0
S860,32,68,0.83,6,0.54,3.02,1
S861,6,41,0.52,17,0.7,2.01,0
S862,10,16,0.55,12,0.83,3.88,1
S863,26,11,0.56,4,0.73,2.83,1
S864,13,15,0.55,17,0.69,2.8,1
S865,21,45,0.59,15,0.56,2.78,1
S866,15,41,0.84,14,0.62,2.14,0
S867,11,54,0.92,7,0.55,3.28,1
S868,9,51,0.7,14,0.9,3.47,1
S869,23,62,0.85,0,0.57,3.35,1
S870,17,18,0.6,16,0.8,2.28,0
S871,21,84,0.99,14,0.67,3.16,1
S872,8,84,0.67,13,0.61,3.14,1
S873,16,58,0.92,13,0.82,3.74,1
S874,37,11,0.97,9,0.73,2.76,1
S875,39,76,0.93,1,0.7,2.74,1
S876,12,20,0.53,5,0.8,3.24,1
S877,36,59,0.83,16,0.75,3.27,1
S878,5,44,0.56,4,0.65,2.94,1
S879,20,24,0.5,4,0.78,2.89,1
S880,35,84,0.53,14,0.83,2.99,1
S881,6,40,0.96,14,0.51,3.72,1
S882,35,71,0.95,19,0.73,2.92,1
S883,24,37,0.61,10,0.53,3.88,1
S884,10,34,0.77,4,0.59,3.01,1
S885,13,34,0.98,0,0.78,3.9,1
S886,28,84,0.75,10,0.93,3.67,1
S887,9,10,0.7,10,0.94,2.72,1
S888,4,68,0.74,5,0.53,3.73,1
S889,7,78,0.9,7,0.71,2.22,0
S890,4,83,0.74,1,0.79,3.85,1
S891,23,51,0.89,14,0.57,3.26,1
S892,39,43,0.72,8,0.88,2.11,0
S893,25,75,0.63,14,0.87,3.29,1
S894,5,27,0.66,7,0.95,3.95,1
S895,15,86,0.54,15,0.5,2.14,0
S896,35,14,0.75,13,0.61,3.11,1
S897,11,29,0.57,14,0.91,3.5,1
S898,10,75,0.91,19,0.84,3.62,1
S899,2,84,0.71,12,0.95,2.83,1
S900,36,71,0.88,8,0.53,2.41,0
S901,5,41,0.98,0,0.8,2.08,0
S902,18,67,0.92,5,0.78,3.16,1
S903,17,59,0.98,7,0.52,2.91,1
S904,15,47,0.78,19,0.76,3.9,1
S905,22,64,0.58,17,0.8,2.12,0
S906,36,37,0.97,17,0.6,3.37,1
S907,8,83,0.93,16,0.64,2.05,0
S908,2,31,0.93,15,0.82,2.34,0
S909,7,52,0.85,12,0.73,2.91,1
S910,37,45,0.81,3,0.93,2.91,1
S911,3,61,0.51,3,0.67,3.37,1
S912,11,45,0.87,13,0.63,3.82,1
S913,30,37,0.55,4,0.99,3.28,1
S914,24,87,0.63,15,0.96,3.91,1
S915,15,67,0.78,13,0.51,3.76,1
S916,13,45,0.73,13,0.89,3.17,1
S917,12,79,0.51,13,0.56,3.67,1
S918,6,18,0.91,13,0.51,3.29,1
S919,11,30,0.94,18,0.64,2.16,0
S920,36,73,0.84,2,0.63,3.48,1
S921,3,85,0.77,16,0.91,2.19,0
S922,1,70,0.98,13,0.86,3.19,1
S923,34,49,0.56,9,0.99,3.41,1
S924,2,65,0.87,12,0.86,2.13,0
S925,3,13,0.56,3,0.71,2.46,0
S926,37,40,0.69,10,0.85,3.83,1
S927,11,36,0.79,14,1.0,3.23,1
S928,18,67,0.87,14,0.86,2.49,0
S929,9,34,0.5,1,0.88,3.38,1
S930,0,78,0.63,10,0.97,3.19,1
S931,16,79,0.77,1,0.56,3.0,1
S932,15,14,0.77,4,0.85,3.95,1
S933,8,17,0.82,12,0.93,3.37,1
S934,8,18,0.65,0,0.98,2.75,1
S935,8,24,0.77,6,0.61,3.6,1
S936,11,16,0.59,6,0.75,3.77,1
S937,14,81,0.59,9,0.84,2.25,0
S938,1,24,0.79,5,0.62,2.4,0
S939,10,46,0.84,19,0.8,2.43,0
S940,10,48,0.56,11,0.63,3.38,1
S941,7,15,0.56,12,0.67,3.21,1
S942,31,66,0.78,10,0.72,3.24,1
S943,5,28,0.64,17,0.76,3.88,1
S944,19,72,0.7,1,0.72,3.55,1
S945,38,40,0.7,15,0.75,2.26,0
S946,34,84,0.59,1,0.65,2.7,1
S947,7,88,0.5,18,0.58,2.87,1
S948,33,19,0.93,5,0.52,2.79,1
S949,18,76,0.86,0,0.6,3.34,1
S950,6,71,0.85,10,0.79,3.78,1
S951,30,12,0.77,17,0.89,2.61,1
S952,17,27,0.85,9,0.58,3.1,1
S953,39,34,0.97,17,0.55,3.58,1
S954,13,29,0.83,0,0.87,2.83,1
S955,38,67,0.63,18,0.65,2.34,0
S956,35,59,0.79,15,0.98,2.95,1
S957,16,88,0.72,6,0.86,2.11,0
S958,36,19,0.78,14,0.66,3.88,1
S959,8,30,0.76,0,0.64,2.15,0
S960,19,38,0.93,8,0.76,2.88,1
S961,27,19,0.83,1,0.54,3.06,1
S962,19,22,0.59,16,0.56,3.97,1
S963,35,56,0.53,9,0.59,2.33,0
S964,26,32,0.71,5,0.89,2.23,0
S965,7,59,0.51,4,0.76,2.02,0
S966,31,13,0.66,7,0.51,2.31,0
S967,0,76,0.68,7,0.84,2.41,0
S968,16,62,0.69,4,0.71,3.26,1
S969,8,11,0.99,11,0.76,2.44,0
S970,19,77,0.65,6,0.61,2.04,0
S971,31,74,0.63,12,0.78,3.65,1
S972,1,88,0.56,12,0.99,2.73,1
S973,31,66,0.76,16,0.54,2.71,1
S974,8,79,0.58,3,0.64,2.6,1
S975,29,16,0.81,17,0.62,3.95,1
S976,19,28,0.58,9,0.62,2.34,0
S977,37,53,0.79,2,0.69,3.8,1
S978,0,72,0.91,11,0.91,3.55,1
S979,4,74,0.52,0,0.96,2.15,0
S980,34,48,0.71,10,0.6,3.97,1
S981,35,35,0.73,17,0.77,2.54,1
S982,0,53,0.9,12,0.82,2.2,0
S983,13,21,0.73,16,0.76,3.66,1
S984,8,31,0.78,7,0.72,3.41,1
S985,29,86,0.9,19,0.6,3.23,1
S986,23,23,0.78,18,0.74,2.31,0
S987,3,39,0.68,16,0.7,2.96,1
S988,13,53,0.54,1,0.9,3.56,1
S989,24,47,0.86,2,0.88,2.61,1
S990,3,68,0.94,2,0.57,2.62,1
S991,24,51,0.99,5,0.54,2.01,0
S992,9,61,0.96,9,0.95,2.35,0
S993,34,72,0.9,17,0.77,3.75,1
S994,6,70,0.82,17,0.93,2.88,1
S995,12,43,0.89,13,0.53,3.97,1
S996,3,48,0.72,15,0.76,2.79,1
S997,35,50,0.8,6,0.77,3.43,1
S998,13,46,0.67,0,0.93,2.56,1
S999,17,74,0.66,16,0.55,2.73,1
S1000,7,88,0.88,4,0.62,2.38,0
S1001,31,41,0.73,0,0.7,2.69,1
S1002,26,17,0.61,16,0.93,3.09,1
S1003,36,27,0.6,9,0.97,3.98,1
S1004,22,54,0.93,11,1.0,3.33,1
S1005,6,42,0.84,19,0.98,2.4,0
S1006,11,14,0.77,1,0.5,2.09,0
S1007,24,83,0.7,15,0.52,2.25,0
S1008,2,45,0.72,14,0.57,3.13,1
S1009,25,32,0.53,12,0.67,3.53,1
S1010,3,49,0.73,17,0.91,3.88,1
S1011,35,14,0.9,19,0.95,2.03,0
S1012,14,43,0.69,13,0.59,3.05,1
S1013,31,33,0.69,17,0.81,2.94,1
S1014,28,26,0.51,1,0.96,3.31,1
S1015,9,80,0.73,1,0.73,3.12,1
S1016,20,31,0.51,2,0.55,3.37,1
S1017,15,24,0.79,4,0.73,3.32,1
S1018,18,24,0.75,15,0.69,2.23,0
S1019,28,34,0.92,14,0.79,3.6,1
S1020,17,62,0.79,11,0.72,2.25,0
S1021,15,30,0.66,8,0.51,3.4,1
S1022,0,75,0.76,13,1.0,2.83,1
S1023,1,41,0.85,15,0.77,3.03,1
S1024,14,30,0.55,10,0.74,3.81,1
S1025,38,77,0.81,5,0.98,3.78,1
S1026,27,53,0.96,9,0.58,3.64,1
S1027,0,75,0.65,7,0.59,3.02,1
S1028,4,23,0.81,15,0.9,3.47,1
S1029,21,24,0.91,2,0.63,3.03,1
S1030,35,29,0.76,1,0.9,3.74,1
S1031,12,43,0.86,15,0.64,2.81,1
S1032,0,45,0.66,18,0.52,3.94,1
S1033,15,18,0.65,8,0.76,3.86,1
S1034,21,80,0.83,15,0.6,3.48,1
S1035,31,39,0.85,3,0.88,2.56,1
S1036,15,86,0.97,9,0.82,2.26,0
S1037,14,72,0.61,18,0.96,3.71,1
S1038,11,44,0.73,12,0.89,2.33,0
S1039,0,22,0.63,17,0.59,3.71,1
S1040,16,88,0.54,14,0.9,2.98,1
S1041,27,55,0.7,3,0.82,2.81,1
S1042,6,65,0.69,8,0.83,3.81,1
S1043,8,18,0.64,3,0.92,3.21,1
S1044,21,45,0.65,15,0.79,3.15,1
S1045,25,12,0.68,14,0.73,3.12,1
S1046,11,28,0.99,1,0.82,2.74,1
S1047,6,37,0.89,13,0.65,3.57,1
S1048,14,32,0.54,2,0.59,2.51,1
S1049,37,16,0.94,3,0.81,3.88,1
S1050,20,85,0.82,0,0.62,3.79,1
S1051,13,23,0.95,8,0.54,2.67,1
S1052,1,55,0.67,16,0.5,3.46,1
S1053,7,24,0.73,13,0.8,3.15,1
S1054,5,76,0.95,16,0.68,2.68,1
S1055,36,24,0.64,0,0.88,3.98,1
S1056,36,60,0.96,9,0.69,2.05,0
S1057,32,17,0.91,15,0.74,2.51,1
S1058,5,78,0.99,18,0.7,3.04,1
S1059,25,71,0.66,2,0.83,3.04,1
S1060,38,60,0.62,11,0.68,3.18,1
S1061,36,72,0.67,2,0.98,3.5,1
S1062,13,77,0.98,14,0.97,3.25,1
S1063,36,87,0.67,16,0.92,3.2,1
S1064,7,25,0.78,17,0.96,2.11,0
S1065,38,33,0.7,6,0.72,2.75,1
S1066,12,15,0.7,18,0.77,2.46,0
S1067,12,66,0.6,6,0.87,2.53,1
S1068,39,40,0.77,4,0.85,3.11,1
S1069,27,15,0.92,7,0.95,2.4,0
S1070,17,88,0.52,15,0.86,2.59,1
S1071,18,38,0.94,15,1.0,2.47,0
S1072,37,76,0.83,18,0.67,3.9,1
S1073,31,84,0.81,14,0.92,3.89,1
S1074,21,12,0.81,6,0.85,3.22,1
S1075,1,37,0.65,4,0.85,3.85,1
S1076,12,83,0.71,10,0.66,3.57,1
S1077,22,57,0.9,9,0.89,3.18,1
S1078,24,89,0.65,8,0.95,2.01,0
S1079,27,19,0.74,0,0.61,3.55,1
S1080,10,42,0.51,19,0.81,3.4,1
S1081,32,76,0.87,0,0.7,3.23,1
S1082,23,78,0.71,7,0.99,3.52,1
S1083,1,21,0.76,2,0.74,3.03,1
S1084,29,66,0.56,1,0.61,3.41,1
S1085,16,53,1.0,3,0.69,3.87,1
S1086,39,22,0.65,18,0.83,2.75,1
S1087,33,33,0.82,10,0.54,3.42,1
S1088,37,53,0.79,4,0.8,2.95,1
S1089,21,66,0.89,9,0.97,3.35,1
S1090,4,25,0.65,7,0.93,3.53,1
S1091,39,30,0.88,12,0.53,2.09,0
S1092,15,85,0.69,4,1.0,3.29,1
S1093,12,60,0.71,11,0.85,2.45,0
S1094,25,30,0.84,12,0.58,3.34,1
S1095,30,69,0.89,7,0.51,2.94,1
S1096,38,60,0.83,14,0.59,3.55,1
S1097,22,30,0.95,12,0.92,2.25,0
S1098,11,15,0.64,0,0.51,3.25,1
S1099,13,82,0.95,5,0.62,2.56,1
S1100,17,74,0.57,10,0.88,3.71,1
S1101,26,85,0.83,12,0.79,3.86,1
S1102,27,67,0.77,19,0.89,3.99,1
S1103,17,87,0.75,0,0.87,3.59,1
S1104,15,15,0.66,10,0.53,3.51,1
S1105,15,74,0.75,10,0.95,2.43,0
S1106,12,43,0.58,7,0.61,2.67,1
S1107,28,65,0.68,2,0.78,2.93,1
S1108,8,84,0.55,18,0.82,3.55,1
S1109,25,12,0.79,11,0.58,3.83,1
S1110,27,51,0.55,5,0.99,2.38,0
S1111,12,71,0.58,7,0.74,3.84,1
S1112,35,15,0.54,4,0.53,3.39,1
S1113,8,15,0.69,9,0.97,3.22,1
S1114,13,72,0.92,15,0.79,2.4,0
S1115,11,29,0.95,11,0.85,2.11,0
S1116,31,30,0.54,16,0.76,3.14,1
S1117,37,11,0.82,5,0.92,3.3,1
S1118,2,65,0.84,8,0.52,2.42,0
S1119,15,19,0.77,9,0.63,3.11,1
S1120,19,79,0.83,19,0.73,3.71,1
S1121,31,32,0.62,13,0.54,3.67,1
S1122,22,39,0.74,13,0.85,3.85,1
S1123,16,87,0.7,16,0.7,2.73,1
S1124,15,46,0.54,15,0.64,2.64,1
S1125,37,64,0.81,3,0.5,3.5,1
S1126,7,58,0.75,1,0.86,2.86,1
S1127,18,43,0.64,15,0.92,2.18,0
S1128,29,53,0.74,0,0.7,2.57,1
S1129,33,31,0.89,2,0.78,2.84,1
S1130,13,40,0.9,10,0.61,2.59,1
S1131,21,16,0.82,15,0.81,2.66,1
S1132,16,30,0.73,17,0.51,2.59,1
S1133,14,25,0.79,14,0.74,2.08,0
S1134,31,29,0.69,8,0.82,3.27,1
S1135,12,52,0.56,11,0.96,3.19,1
S1136,20,53,0.69,17,0.69,3.31,1
S1137,39,56,0.77,4,0.88,2.38,0
S1138,32,28,0.8,7,0.8,2.59,1
S1139,26,57,0.97,2,0.96,3.24,1
S1140,34,88,0.89,1,0.7,3.2,1
S1141,15,78,0.58,18,0.66,3.01,1
S1142,27,20,0.59,7,0.94,2.7,1
S1143,33,88,0.55,1,0.52,3.83,1
S1144,0,38,0.87,18,0.57,2.68,1
S1145,30,54,0.85,0,0.54,2.91,1
S1146,35,77,0.99,12,0.92,3.36,1
S1147,32,45,0.76,19,0.51,3.09,1
S1148,32,57,0.91,16,0.93,2.69,1
S1149,38,24,0.79,2,0.73,2.87,1
S1150,17,53,0.94,8,0.5,3.59,1
S1151,22,76,0.86,4,0.7,2.56,1
S1152,22,83,0.82,5,0.59,2.28,0
S1153,14,49,0.78,3,0.81,2.63,1
S1154,25,23,0.86,16,0.84,3.7,1
S1155,29,72,0.71,15,0.74,2.18,0
S1156,24,60,0.55,15,0.52,3.98,1
S1157,15,88,0.52,10,0.83,3.08,1
S1158,38,67,0.74,1,0.92,3.97,1
S1159,13,24,0.8,16,0.86,3.88,1
S1160,16,74,0.54,14,0.91,2.91,1
S1161,11,64,0.64,17,0.6,2.4,0
S1162,28,85,0.66,9,0.94,2.33,0
S1163,31,19,0.78,5,0.66,2.48,0
S1164,23,51,0.64,15,0.51,3.42,1
S1165,12,20,0.55,4,0.92,2.55,1
S1166,19,25,0.58,11,0.97,2.68,1
S1167,14,82,0.59,5,0.83,2.9,1
S1168,3,87,0.92,13,0.62,3.83,1
S1169,33,28,0.64,15,0.63,2.38,0
S1170,27,40,0.86,6,0.73,2.01,0
S1171,1,82,0.78,1,0.95,2.12,0
S1172,29,62,0.99,5,0.57,3.81,1
S1173,25,17,0.64,8,0.91,3.3,1
S1174,25,33,0.58,6,0.65,2.55,1
S1175,19,17,0.53,1,0.9,2.35,0
S1176,27,57,0.62,18,0.96,2.59,1
S1177,19,39,0.84,7,0.71,2.23,0
S1178,10,67,0.54,10,0.68,3.88,1
S1179,9,64,0.62,3,0.9,3.57,1
S1180,22,82,0.93,15,0.76,2.92,1
S1181,36,71,0.79,17,0.84,3.73,1
S1182,18,57,0.53,12,0.81,2.5,1
S1183,17,13,0.52,4,0.58,3.43,1
S1184,26,46,0.53,1,0.92,3.71,1
S1185,5,17,0.97,10,0.6,2.71,1
S1186,9,10,0.92,0,0.97,3.51,1
S1187,1,79,0.92,12,0.63,2.59,1
S1188,23,56,0.96,4,0.87,2.6,1
S1189,37,84,0.75,17,0.64,2.21,0
S1190,27,14,0.62,13,0.66,2.88,1
S1191,27,59,0.7,12,0.66,3.46,1
S1192,38,33,0.86,6,0.87,3.88,1
S1193,1,56,0.94,7,0.78,3.21,1
S1194,4,27,0.72,17,0.94,3.73,1
S1195,10,37,0.77,6,0.65,3.64,1
S1196,9,86,0.97,19,0.85,2.35,0
S1197,1,14,0.55,16,0.88,2.97,1
S1198,14,39,0.93,15,0.58,2.23,0
S1199,38,10,0.58,10,0.7,3.36,1
S1200,36,55,0.74,18,0.74,3.9,1
